================ Training Loss (Sun Dec  2 23:59:26 2018) ================
(epoch: 1, iters: 100, time: 0.243, data: 0.120) D_A: 0.396 G_A: 0.596 cycle_A: 2.164 idt_A: 0.000 D_B: 0.335 G_B: 0.519 cycle_B: 3.216 idt_B: 0.000 
(epoch: 1, iters: 200, time: 0.240, data: 0.001) D_A: 0.326 G_A: 0.411 cycle_A: 2.592 idt_A: 0.000 D_B: 0.376 G_B: 0.394 cycle_B: 3.100 idt_B: 0.000 
(epoch: 1, iters: 300, time: 0.240, data: 0.001) D_A: 0.290 G_A: 0.561 cycle_A: 2.437 idt_A: 0.000 D_B: 0.294 G_B: 0.292 cycle_B: 1.805 idt_B: 0.000 
(epoch: 1, iters: 400, time: 0.356, data: 0.001) D_A: 0.251 G_A: 0.596 cycle_A: 2.748 idt_A: 0.000 D_B: 0.255 G_B: 0.360 cycle_B: 2.646 idt_B: 0.000 
(epoch: 1, iters: 500, time: 0.240, data: 0.001) D_A: 0.215 G_A: 0.274 cycle_A: 3.408 idt_A: 0.000 D_B: 0.349 G_B: 0.303 cycle_B: 2.610 idt_B: 0.000 
(epoch: 1, iters: 600, time: 0.241, data: 0.001) D_A: 0.278 G_A: 0.663 cycle_A: 2.601 idt_A: 0.000 D_B: 0.278 G_B: 0.514 cycle_B: 1.793 idt_B: 0.000 
(epoch: 1, iters: 700, time: 0.240, data: 0.001) D_A: 0.327 G_A: 0.266 cycle_A: 3.118 idt_A: 0.000 D_B: 0.304 G_B: 0.350 cycle_B: 2.447 idt_B: 0.000 
(epoch: 1, iters: 800, time: 0.333, data: 0.001) D_A: 0.286 G_A: 0.263 cycle_A: 2.532 idt_A: 0.000 D_B: 0.262 G_B: 0.508 cycle_B: 3.433 idt_B: 0.000 
(epoch: 1, iters: 900, time: 0.241, data: 0.001) D_A: 0.176 G_A: 0.316 cycle_A: 1.416 idt_A: 0.000 D_B: 0.283 G_B: 0.274 cycle_B: 2.185 idt_B: 0.000 
(epoch: 1, iters: 1000, time: 0.241, data: 0.001) D_A: 0.160 G_A: 0.380 cycle_A: 1.817 idt_A: 0.000 D_B: 0.247 G_B: 0.367 cycle_B: 2.131 idt_B: 0.000 
(epoch: 1, iters: 1100, time: 0.240, data: 0.001) D_A: 0.130 G_A: 0.414 cycle_A: 1.874 idt_A: 0.000 D_B: 0.184 G_B: 0.563 cycle_B: 1.870 idt_B: 0.000 
(epoch: 1, iters: 1200, time: 0.339, data: 0.001) D_A: 0.238 G_A: 0.672 cycle_A: 2.450 idt_A: 0.000 D_B: 0.284 G_B: 0.364 cycle_B: 1.641 idt_B: 0.000 
(epoch: 1, iters: 1300, time: 0.241, data: 0.001) D_A: 0.147 G_A: 0.377 cycle_A: 1.939 idt_A: 0.000 D_B: 0.192 G_B: 0.546 cycle_B: 2.122 idt_B: 0.000 
